Chr	Start	End	Peak_score	Distance_to_TSS	EntrezID	Refseq	Ensembl	Gene	Peak_type	Peak_bin_distance	Peak_bin	Annotation_method	Interaction_score	Promoter_bin	TSS_bin_distance
chr2	130291511	130291827	0.0	-4270	228598.0	NM_152993	ENSMUSG00000053552	Ebf4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	79649399	79649702	238.255	-3813	382384.0	NM_001033473	ENSMUSG00000035963	Odf3l2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	133340442	133340839	111.579	-1326	230796.0, 14191.0	NM_199306, NM_010208	ENSMUSG00000037622, ENSMUSG00000028874	Wdtc1, Fgr	Promoter, Promoter	nan, 15641.0	nan, 3.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 905.0
chr12	70452833	70453260	196.338	-107	72736.0	NM_028339	ENSMUSG00000021072	Tmx1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	145179572	145179990	0.0	-2494	105242817.0	NR_157240	ENSMUSG00000086863	Gm15543	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	52189742	52190019	67.79	7358	114741.0	NM_033618	ENSMUSG00000035726	Supt16	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	100363300	100363623	141.478	-7321	15114.0	NM_010404	ENSMUSG00000006930	Hap1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	130275738	130276049	268.204	379	100217452.0	NR_028547	ENSMUSG00000080610	Snord110	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89456755	89457534	0.0	-1973	68603.0	NM_026784	ENSMUSG00000027952	Pmvk	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	128556372	128556605	85.691	-7321	67945.0	NM_018860	ENSMUSG00000093674	Rpl41	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	102266644	102267680	0.0	-657	20866.0	NM_009287	ENSMUSG00000030987	Stim1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	133309879	133310497	0.0	29127	14191.0	NM_010208	ENSMUSG00000028874	Fgr	Distal	-14811.5	-3.0	Interaction_anno	nan	0.0	905.0
chr11	100362246	100363088	0.0	-6526	15114.0	NM_010404	ENSMUSG00000006930	Hap1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	84210436	84211040	0.0	-1831	100526528.0	NR_037294	ENSMUSG00000105458	Mir3074-2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	135719473	135719922	245.776	-365	13007.0	NM_007791	ENSMUSG00000026421	Csrp1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	121601959	121602775	0.0	-8543	11669.0	NM_009656	ENSMUSG00000029455	Aldh2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	130274117	130274639	132.506	-34	67134.0	NM_024193	ENSMUSG00000027405	Nop56	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	88906691	88907406	0.0	4798	24100.0	NM_011906	ENSMUSG00000002871	Tpra1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	78755973	78756425	0.0	-3132	70976.0	NM_027630	ENSMUSG00000078442	Ccdc105	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	102258052	102258688	0.0	-8252	56212.0	NM_019566	ENSMUSG00000073982	Rhog	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	67846005	67846360	97.636	5832	320528.0	NM_177184	ENSMUSG00000035284	Vps13c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89449498	89449995	0.0	-4794	68603.0	NM_026784	ENSMUSG00000027952	Pmvk	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	133307370	133307664	0.0	-29727	14191.0	NM_010208	ENSMUSG00000028874	Fgr	Distal	-17482.5	-3.0	Interaction_anno	nan	0.0	905.0
chr12	70235192	70235921	252.231	7716	414124.0	NR_045174	ENSMUSG00000085298	F730035M05Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	100323721	100324247	0.0	4035	20918.0	NM_011508	ENSMUSG00000035530	Eif1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	84204329	84204786	135.497	-3960	387216.0	NR_029740	ENSMUSG00000065611	Mir23a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	102210359	102211084	275.193	387	233575.0	NM_145583	ENSMUSG00000030990	Pgap2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6552273	6552721	133.503	-9427	20521.0	NM_009203	ENSMUSG00000061742	Slc22a12	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	147894458	147895366	185.363	-97	71706.0	NM_027872	ENSMUSG00000029650	Slc46a3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	133301849	133302633	0.0	-24451	14191.0	NM_010208	ENSMUSG00000028874	Fgr	Distal	-22758.5	-5.0	Interaction_anno	nan	0.0	905.0
chr6	88893637	88894173	0.0	4875	17216.0	NM_008564	ENSMUSG00000002870	Mcm2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	70234384	70234690	272.198	6696	414124.0	NR_045174	ENSMUSG00000085298	F730035M05Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	67828276	67828445	86.686	3969	244911.0	NM_001163143	ENSMUSG00000047990	C2cd4a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89449128	89449437	119.55	-5258	68603.0	NM_026784	ENSMUSG00000027952	Pmvk	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	73107762	73108181	285.648	-13	225010.0	NM_001081071	ENSMUSG00000054469	Lclat1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	4369169	4369763	296.161	-6126	67440.0	NM_026157	ENSMUSG00000024234	Mtpap	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	155700496	155701104	0.0	-4015	68991.0	NM_026899	ENSMUSG00000029038	Ssu72	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	84193619	84194227	239.253	-14595	74337.0	NM_028877	ENSMUSG00000047986	Palm3	Distal	18923.5	4.0	Interaction_anno	nan	1.0	3526.0
chr10	78520301	78521103	304.15	3274	258224.0	NM_001370810	ENSMUSG00000107822	Olfr1358	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	52022896	52023505	0.0	-2468	69890.0	NM_027248	ENSMUSG00000049295	Zfp219	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89378198	89378769	0.0	9187	22724.0	NM_009565	ENSMUSG00000028042	Zbtb7b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	120140568	120141113	0.0	-8901	17433.0	NM_008614	ENSMUSG00000032517	Mobp	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	70145083	70145674	0.0	-8752	100504285.0, 19167.0	NM_001195033, NM_011184	ENSMUSG00000090121, ENSMUSG00000060073	Abhd12b, Psma3	Proximal, Proximal	nan, 20379.0	nan, 4.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 377.0
chr5	121392667	121393213	191.986	-5055	231713.0, 269700.0	NM_172722, NM_181421	ENSMUSG00000042719, ENSMUSG00000042744	Naa25, Hectd4	Proximal, Proximal	nan, 17940.5	nan, 4.0	Proximal_anno, Interaction_anno	nan, nan	nan, 1.0	nan, 4781.0
chr11	100297883	100298874	0.0	-21570	70843.0	NM_027574	ENSMUSG00000055937	Krt28	Distal	23379.0	5.0	Interaction_anno	nan	-0.0	-97.0
chr8	84186460	84187994	0.0	-8266	723819.0, 74337.0	NR_029821, NM_028877	ENSMUSG00000065483, ENSMUSG00000047986	Mir181c, Palm3	Proximal, Proximal	nan, 12227.5	nan, 2.0	Proximal_anno, Interaction_anno	nan, nan	nan, 1.0	nan, 3526.0
chr7	102078666	102079107	241.25	-4229	22064.0	NM_001109897	ENSMUSG00000100254	Trpc2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	77791971	77792596	247.769	-2266	19201.0	NM_013831	ENSMUSG00000025429	Pstpip2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	52020483	52021050	274.681	-34	69890.0	NM_027248	ENSMUSG00000049295	Zfp219	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	70136344	70136985	201.327	-17466	19167.0	NM_011184	ENSMUSG00000060073	Psma3	Distal	11665.0	2.0	Interaction_anno	nan	0.0	377.0
chr3	89354807	89355363	0.0	-5057	11490.0	NM_009614	ENSMUSG00000028041	Adam15	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	121377060	121377605	265.209	8076	269700.0, 231712.0	NM_181421, NM_172275	ENSMUSG00000042744, ENSMUSG00000042726	Hectd4, Trafd1	Proximal, Proximal	2333.0, nan	0.0, nan	Interaction_anno, Proximal_anno	nan, nan	1.0, nan	4781.0, nan
chr11	120712541	120713753	0.0	620	20892.0	NM_016665	ENSMUSG00000025144	Cenpx	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6418010	6418568	0.0	-467	18190.0	NM_020253	ENSMUSG00000033768	Nrxn2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	84042471	84042839	161.422	-80	244551.0, 50931.0	NM_194059, NM_016671	ENSMUSG00000056155, ENSMUSG00000005465	Nanos3, Il27ra	Promoter, Promoter	17655.5, nan	4.0, nan	Interaction_anno, Proximal_anno	nan, nan	0.0, nan	1552.0, nan
chr11	100295281	100296044	0.0	-24286	70843.0	NM_027574	ENSMUSG00000055937	Krt28	Distal	20663.0	4.0	Interaction_anno	nan	-0.0	-97.0
chr1	135461147	135461668	0.0	-6725	100885827.0	NR_049188	ENSMUSG00000093515	Mir1231	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89340261	89340809	0.0	-2507	13639.0	NM_007910	ENSMUSG00000028040	Efna4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	102076796	102077023	178.379	5691	102443351.0	NM_011644	ENSMUSG00000070425	Xntrpc	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	72917280	72918021	194.342	-654	77889.0	NM_029999	ENSMUSG00000024063	Lbh	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6401275	6401901	0.0	-117	19395.0	NM_011242	ENSMUSG00000032946	Rasgrp2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	52019264	52020001	236.807	80	69890.0	NM_027248	ENSMUSG00000049295	Zfp219	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	133217564	133217951	0.0	-3051	69655.0	NM_027152	ENSMUSG00000028865	Cd164l2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	100281863	100283169	0.0	-12565	70843.0	NM_027574	ENSMUSG00000055937	Krt28	Distal	7516.5	2.0	Interaction_anno	nan	-0.0	-97.0
chr8	84038959	84039577	0.0	3307	244551.0, 50931.0	NM_194059, NM_016671	ENSMUSG00000056155, ENSMUSG00000005465	Nanos3, Il27ra	Proximal, Proximal	14268.5, nan	3.0, nan	Interaction_anno, Proximal_anno	nan, nan	0.0, nan	1552.0, nan
chr1	135430490	135430926	152.446	-209	226432.0	NM_153774	ENSMUSG00000041879	Ipo9	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	121220123	121220428	82.706	57	269700.0	NM_181421	ENSMUSG00000042744	Hectd4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89339352	89339998	0.0	-1647	13639.0	NM_007910	ENSMUSG00000028040	Efna4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	101918117	101918580	0.0	2876	69358.0	NM_027053	ENSMUSG00000064307	Lrrc51	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	112976244	112976840	0.0	-21	399566.0	NM_201646	ENSMUSG00000002803	Btbd6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	78461875	78462079	110.583	2971	216134.0	NM_172134	ENSMUSG00000032788	Pdxk	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	133209224	133210058	0.0	2895	14748.0	NM_008154	ENSMUSG00000049649	Gpr3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	84024134	84024754	0.0	2970	74337.0, 244551.0	NM_028877, NM_194059	ENSMUSG00000047986, ENSMUSG00000056155	Palm3, Nanos3	Proximal, Proximal	nan, -555.5	nan, -0.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 1552.0
chr18	3507353	3507942	0.0	-309	68010.0	NM_026505	ENSMUSG00000024232	Bambi	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89316750	89317375	0.0	5816	13638.0	NM_010108	ENSMUSG00000028039	Efna3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	101850512	101851049	254.745	-5450	14276.0	NM_008035	ENSMUSG00000032725	Folr2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	121215154	121215959	0.0	-4662	269700.0	NM_181421	ENSMUSG00000042744	Hectd4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	145121489	145122127	302.153	39	16970.0	NM_008511	ENSMUSG00000030263	Lrmp	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	135368279	135368535	118.553	6656	77552.0	NM_175259	ENSMUSG00000041889	Shisa4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	133201266	133201451	145.466	5704	102466215.0	NR_105984	ENSMUSG00000099202	Mir7017	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	52008695	52009213	0.0	5604	69890.0	NM_027248	ENSMUSG00000049295	Zfp219	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	78439552	78439858	129.516	4906	102465221.0	NR_105837	ENSMUSG00000098932	Mir6410	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89315572	89316090	0.0	7048	13638.0	NM_010108	ENSMUSG00000028039	Efna3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	84011350	84011662	0.0	127	100316677.0, 244551.0	NR_035431, NM_194059	ENSMUSG00000080665, ENSMUSG00000056155	Mir1199, Nanos3	Promoter, Promoter	nan, -13493.5	nan, -3.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 1552.0
chr14	51930939	51931374	155.438	-8384	497071.0	NM_001011687	ENSMUSG00000068392	Rnase13	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	72813941	72814516	0.0	-22399	66310.0	NM_024428	ENSMUSG00000024067	Dpy30	Distal	-10771.0	-2.0	Interaction_anno	nan	-0.0	-1056.0
chr10	78438088	78438660	0.0	3575	102465221.0	NR_105837	ENSMUSG00000098932	Mir6410	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	135259099	135259391	131.509	-773	13710.0	NM_007921	ENSMUSG00000003051	Elf3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	84009684	84010556	0.0	1513	244551.0, 100316677.0	NM_194059, NR_035431	ENSMUSG00000056155, ENSMUSG00000080665	Nanos3, Mir1199	Promoter, Promoter	-14879.5, nan	-3.0, nan	Interaction_anno, Proximal_anno	nan, nan	0.0, nan	1552.0, nan
chr11	99574170	99574655	0.0	6603	69664.0	NM_027157	ENSMUSG00000047253	Krtap1-5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	144583517	144584244	0.0	-1440	14082.0	NM_010175	ENSMUSG00000031077	Fadd	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	3337361	3338072	0.0	-128	12916.0	NM_013498	ENSMUSG00000063889	Crem	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120999612	121000238	239.253	8559	19894.0	NM_011286	ENSMUSG00000029608	Rph3a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	101663718	101664250	0.0	233	20480.0	NM_009191	ENSMUSG00000001829	Clpb	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	51902398	51903440	0.0	9070	29811.0	NM_013864	ENSMUSG00000004558	Ndrg2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	78412717	78413579	0.0	-105	18114.0	NM_010925	ENSMUSG00000061032	Rrp1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	67043817	67044743	0.0	-409	22003.0	NM_024427	ENSMUSG00000032366	Tpm1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	135154422	135154787	232.266	7771	68724.0	NM_026823	ENSMUSG00000026426	Arl8a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	3280573	3281250	231.826	220	12916.0	NM_013498	ENSMUSG00000063889	Crem	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	128546391	128548144	0.0	478	103284.0	NM_134003	ENSMUSG00000039810	Zc3h10	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83998650	83999017	171.396	1318	666704.0	NM_001081415	ENSMUSG00000079003	Samd1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89281737	89282577	0.0	-1206	13636.0	NM_010107	ENSMUSG00000027954	Efna1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	101653591	101654137	256.224	-9887	20480.0	NM_009191	ENSMUSG00000001829	Clpb	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	51883604	51884141	0.0	-969	52535.0	NM_001029990	ENSMUSG00000004561	Mettl17	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	133009176	133009834	278.669	-2001	230793.0	NM_146155	ENSMUSG00000037692	Ahdc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	67043271	67043680	99.627	395	22003.0	NM_024427	ENSMUSG00000032366	Tpm1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	172999465	173000281	0.0	-244	66679.0	NM_175112	ENSMUSG00000027509	Rae1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83976079	83976465	229.833	-611	18747.0	NM_008854	ENSMUSG00000005469	Prkaca	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	135136563	135137244	0.0	3595	320139.0	NM_177081	ENSMUSG00000031506	Ptpn7	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89246126	89246796	0.0	-12	66059.0	NM_025327	ENSMUSG00000042747	Krtcap2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	99413250	99413495	143.472	-3870	353123.0	NR_153851	ENSMUSG00000084890	A830036E02Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89243487	89244297	301.154	1121	360213.0	NM_183037	ENSMUSG00000042766	Trim46	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	135132492	135133588	0.0	-269	320139.0	NM_177081	ENSMUSG00000031506	Ptpn7	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83955140	83955991	0.0	-128	66929.0	NM_024184	ENSMUSG00000005470	Asf1b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	99379506	99379984	0.0	-4842	70843.0	NM_027574	ENSMUSG00000055937	Krt28	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	66980478	66981266	0.0	-5388	56440.0, 80907.0	NM_019727, NM_030717	ENSMUSG00000032382, ENSMUSG00000032370	Snx1, Lactb	Proximal, Proximal	5872.5, nan	1.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-114.0, nan
chr3	89242349	89242953	221.863	2362	360213.0	NM_183037	ENSMUSG00000042766	Trim46	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	66974695	66975303	183.367	485	56440.0, 80907.0	NM_019727, NM_030717	ENSMUSG00000032382, ENSMUSG00000032370	Snx1, Lactb	Promoter, Promoter	-0.5, nan	-0.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-114.0, nan
chr3	89227506	89228634	0.0	-872	100124470.0	NR_030579	ENSMUSG00000076255	Mir92b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89215798	89216455	0.0	-461	21827.0	NM_013691	ENSMUSG00000028047	Thbs3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83895863	83896518	0.0	-3907	330814.0	NM_181039	ENSMUSG00000013033	Adgrl1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	66945482	66946388	310.576	-151	67941.0	NM_026467	ENSMUSG00000036781	Rps27l	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	98082070	98082325	120.546	241	320586.0	NR_015491	ENSMUSG00000116673	A630089N07Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83893930	83894672	0.0	-5797	330814.0	NM_181039	ENSMUSG00000013033	Adgrl1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	66938936	66939491	0.0	-6872	67941.0	NM_026467	ENSMUSG00000036781	Rps27l	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	99292947	99293625	187.008	-8024	75706.0	NM_029393	ENSMUSG00000020913	Krt24	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	51103197	51103936	0.0	7567	58809.0	NM_021472	ENSMUSG00000021876	Rnase4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	51098145	51098996	149.455	2571	58809.0	NM_021472	ENSMUSG00000021876	Rnase4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	99248893	99249414	0.0	-5007	268481.0	NM_172946	ENSMUSG00000035849	Krt222	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	88849278	88849597	287.175	6584	100038356.0	NR_045880	ENSMUSG00000085828	Gm15612	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	88841736	88842338	235.811	-102	80283.0	NM_030251	ENSMUSG00000030083	Abtb1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	88549043	88549563	208.914	-30503	319655.0	NM_176973	ENSMUSG00000033152	Podxl2	Distal	24303.5	5.0	Interaction_anno	nan	0.0	44.0
chr11	120658930	120659349	258.732	1697	77583.0	NM_175263	ENSMUSG00000042988	Notum	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	88518998	88519405	61.829	-402	319655.0, 53421.0	NM_176973, NM_016906	ENSMUSG00000033152, ENSMUSG00000030082	Podxl2, Sec61a1	Promoter, Promoter	-5798.0, nan	-1.0, nan	Interaction_anno, Proximal_anno	nan, nan	0.0, nan	44.0, nan
chr6	88500171	88500806	0.0	18311	319655.0	NM_176973	ENSMUSG00000033152	Podxl2	Distal	-24511.0	-5.0	Interaction_anno	nan	0.0	44.0
chr6	88189445	88189834	0.0	-4251	14461.0	NM_008090	ENSMUSG00000015053	Gata2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	88113045	88113531	175.386	-9030	102465196.0	NR_105795	ENSMUSG00000099095	Mir6376	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	88106020	88106585	0.0	-2045	102465196.0	NR_105795	ENSMUSG00000099095	Mir6376	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	88084972	88085449	159.427	738	103963.0	NM_133933	ENSMUSG00000030062	Rpn1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	88084322	88084549	156.435	-37	103963.0	NM_133933	ENSMUSG00000030062	Rpn1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	88075045	88075628	0.0	-9136	103963.0	NM_133933	ENSMUSG00000030062	Rpn1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	87887487	87888242	0.0	-75	54161.0	NM_017477	ENSMUSG00000030058	Copg1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	69893990	69894171	66.796	-918	399510.0	NM_201519	ENSMUSG00000034761	Map4k5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	69757911	69758184	120.546	5896	751538.0	NR_030450	ENSMUSG00000076065	Mir681	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	69733466	69734006	218.293	8791	68055.0	NM_026536	ENSMUSG00000054894	Dmac2l	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	135112632	135113255	0.0	-7668	329252.0	NM_001033409	ENSMUSG00000042793	Lgr6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	69574567	69574924	235.811	8282	207965.0	NM_001033236	ENSMUSG00000049882	Vcpkmt	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	135110097	135110654	276.675	-5100	329252.0	NM_001033409	ENSMUSG00000042793	Lgr6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	78163838	78164629	0.0	5521	28295.0	NM_138601	ENSMUSG00000053329	Gatd3a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	155676093	155676566	100.623	-7076	76580.0	NM_145124	ENSMUSG00000029060	Mib2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	133005318	133005843	288.173	-5925	230793.0	NM_146155	ENSMUSG00000037692	Ahdc1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	78159388	78161061	0.0	9530	28295.0	NM_138601	ENSMUSG00000053329	Gatd3a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	135105984	135106558	0.0	-995	329252.0	NM_001033409	ENSMUSG00000042793	Lgr6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	69371367	69371676	211.902	-628	11845.0	NM_007481	ENSMUSG00000044147	Arf6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	78069546	78069808	130.513	309	50723.0	NM_015790	ENSMUSG00000000732	Icosl	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	69366397	69367016	256.224	-5443	11845.0	NM_007481	ENSMUSG00000044147	Arf6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	123477669	123477905	96.64	-75	114896.0	NM_054070	ENSMUSG00000031967	Afg3l1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	134962511	134963202	200.947	292	67196.0	NM_026024	ENSMUSG00000026429	Ube2t	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	78043318	78044047	0.0	-73	11634.0	NM_009646	ENSMUSG00000000731	Aire	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	69360615	69361125	0.0	-3694	66244.0	NM_025441	ENSMUSG00000020982	Nemf	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132930893	132931448	0.0	-8620	230789.0	NM_145553	ENSMUSG00000028878	Fam76a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132922474	132922918	168.404	-145	230789.0	NM_145553	ENSMUSG00000028878	Fam76a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chrX	166351921	166352405	154.441	7610	14758.0	NM_023122	ENSMUSG00000031342	Gpm6b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	77761106	77761422	125.529	6535	225745.0	NM_146089	ENSMUSG00000041840	Haus1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	134704939	134705373	234.262	-4144	20980.0	NM_009307	ENSMUSG00000026452	Syt2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	69229270	69229740	209.91	-1315	18974.0	NM_011133	ENSMUSG00000020974	Pole2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120849645	120850369	233.818	2640	243262.0	NM_145153	ENSMUSG00000053765	Oas1f	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	78018720	78019064	0.0	-9085	18641.0	NM_008826	ENSMUSG00000020277	Pfkl	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	101450196	101451207	0.0	182	207728.0	NM_001008548	ENSMUSG00000030653	Pde2a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
